OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,SalesTerritoryKey,OrderQuantity
24/03/2015,11/12/2001,SO45738,346,11900,9,1
24/03/2015,04/01/2002,SO45735,314,19792,9,1
24/03/2015,09/03/2002,SO45732,311,11537,4,1
24/03/2015,24/12/2001,SO45734,314,11630,1,1
24/03/2015,29/12/2001,SO45731,310,11286,4,1
24/03/2015,21/01/2002,SO45737,311,19965,9,1
24/03/2015,01/03/2002,SO45739,348,11903,9,1
24/03/2015,28/11/2001,SO45728,313,14426,8,1
24/03/2015,01/03/2002,SO45736,310,19960,9,1
24/03/2015,05/03/2002,SO45730,350,28471,7,1
24/03/2015,21/02/2002,SO45729,313,15087,10,1
24/03/2015,21/12/2001,SO45733,311,11624,4,1
25/03/2015,27/01/2002,SO45742,312,19620,9,1
25/03/2015,26/11/2001,SO45744,351,11894,9,1
25/03/2015,13/02/2002,SO45741,314,19788,9,1
25/03/2015,10/01/2002,SO45740,314,19786,9,1
25/03/2015,12/01/2002,SO45743,313,19631,9,1
26/03/2015,19/02/2002,SO45753,311,19966,9,1
26/03/2015,06/03/2002,SO45751,340,14739,4,1
26/03/2015,06/01/2002,SO45752,314,19772,9,1
26/03/2015,04/12/2001,SO45747,314,11539,4,1
26/03/2015,01/02/2002,SO45745,312,15089,10,1
26/03/2015,12/12/2001,SO45750,345,26001,1,1
26/03/2015,19/02/2002,SO45749,311,14797,8,1
26/03/2015,05/02/2002,SO45748,332,18046,7,1
26/03/2015,12/02/2002,SO45746,312,23376,6,1
27/03/2015,02/02/2002,SO45754,311,11529,1,1
27/03/2015,31/01/2002,SO45755,314,11536,4,1
27/03/2015,27/02/2002,SO45756,313,11625,4,1
28/03/2015,12/12/2001,SO45760,311,11329,4,1
28/03/2015,08/03/2002,SO45762,312,12621,7,1
28/03/2015,17/02/2002,SO45764,310,19652,9,1
28/03/2015,24/02/2002,SO45761,314,11629,4,1
28/03/2015,10/02/2002,SO45758,312,15106,10,1
28/03/2015,07/12/2001,SO45763,314,19959,9,1
28/03/2015,02/02/2002,SO45759,313,11295,4,1
28/03/2015,23/02/2002,SO45757,312,12561,7,1
29/03/2015,20/01/2002,SO45769,314,11327,4,1
29/03/2015,04/02/2002,SO45766,312,11297,4,1
29/03/2015,19/01/2002,SO45767,310,11299,4,1
29/03/2015,05/01/2002,SO45765,350,11245,8,1
29/03/2015,11/01/2002,SO45770,311,19956,9,1
29/03/2015,09/12/2001,SO45768,310,11324,4,1
30/03/2015,07/03/2002,SO45771,314,11271,4,1
30/03/2015,16/12/2001,SO45773,311,19949,9,1
30/03/2015,25/01/2002,SO45772,313,19785,9,1
30/03/2015,16/12/2001,SO45774,312,11261,4,1
31/03/2015,23/02/2002,SO45775,314,14207,8,1
31/03/2015,08/02/2002,SO45776,313,23281,6,1
31/03/2015,16/12/2001,SO45778,351,26002,1,1
31/03/2015,22/12/2001,SO45777,346,11907,9,1
01/04/2015,13/02/2002,SO45818,328,14868,4,1
01/04/2015,10/03/2002,SO45819,312,20160,9,1
01/04/2015,04/03/2002,SO45817,311,14801,8,1
01/04/2015,09/01/2002,SO45820,340,25832,9,1
01/04/2015,20/12/2001,SO45816,313,11830,4,1
02/04/2015,04/02/2002,SO45821,346,26041,1,1
02/04/2015,07/03/2002,SO45822,312,20246,9,1
02/04/2015,12/02/2002,SO45823,311,20253,9,1
03/04/2015,28/01/2002,SO45828,330,14753,1,1
03/04/2015,19/01/2002,SO45829,310,20245,9,1
03/04/2015,14/01/2002,SO45825,314,23725,6,1
03/04/2015,16/12/2001,SO45830,314,20151,9,1
03/04/2015,12/03/2002,SO45832,351,11916,9,1
03/04/2015,12/12/2001,SO45827,312,15440,10,1
03/04/2015,01/01/2002,SO45826,310,23858,6,1
03/04/2015,09/12/2001,SO45824,312,11696,1,1
03/04/2015,09/01/2002,SO45831,313,20158,9,1
04/04/2015,08/03/2002,SO45837,348,26050,1,1
04/04/2015,28/01/2002,SO45838,311,20213,9,1
04/04/2015,09/02/2002,SO45833,313,11815,1,1
04/04/2015,23/12/2001,SO45834,312,11816,4,1
04/04/2015,07/02/2002,SO45836,311,14823,8,1
04/04/2015,11/03/2002,SO45839,349,11915,9,1
04/04/2015,13/01/2002,SO45835,313,11688,1,1
05/04/2015,14/01/2002,SO45844,312,11812,1,1
05/04/2015,14/03/2002,SO45842,314,11742,4,1
05/04/2015,18/01/2002,SO45841,311,12804,7,1
05/04/2015,31/01/2002,SO45843,312,11775,4,1
06/04/2015,09/03/2002,SO45848,340,14852,4,1
06/04/2015,02/03/2002,SO45845,311,23566,6,1
06/04/2015,08/03/2002,SO45847,345,26015,4,1
06/04/2015,14/02/2002,SO45846,314,23592,6,1
06/04/2015,09/03/2002,SO45849,312,20154,9,1
07/04/2015,16/03/2002,SO45852,340,18143,7,1
07/04/2015,08/02/2002,SO45854,312,15620,10,1
07/04/2015,26/12/2001,SO45858,350,11952,9,1
07/04/2015,02/03/2002,SO45855,338,14754,1,1
07/04/2015,15/12/2001,SO45851,312,11683,4,1
07/04/2015,11/12/2001,SO45853,313,15453,10,1
07/04/2015,08/02/2002,SO45856,311,20247,9,1
07/04/2015,26/12/2001,SO45850,310,11776,4,1
07/04/2015,03/01/2002,SO45857,351,11919,9,1
08/04/2015,08/01/2002,SO45861,311,12650,7,1
08/04/2015,24/03/2002,SO45860,312,23829,6,1
08/04/2015,18/01/2002,SO45859,314,12754,7,1
09/04/2015,16/12/2001,SO45862,312,14827,8,1
09/04/2015,25/03/2002,SO45864,311,19968,9,1
09/04/2015,15/12/2001,SO45866,310,15621,10,1
09/04/2015,03/01/2002,SO45865,312,20157,9,1
09/04/2015,01/01/2002,SO45863,314,11873,4,1
10/04/2015,19/02/2002,SO45867,312,11772,1,1
10/04/2015,29/12/2001,SO45868,310,14819,8,1
10/04/2015,05/01/2002,SO45871,326,25919,9,1
10/04/2015,07/02/2002,SO45869,310,14822,8,1
10/04/2015,28/02/2002,SO45870,349,26012,4,1
11/04/2015,19/12/2001,SO45873,314,11925,1,1
11/04/2015,01/03/2002,SO45874,351,20007,6,1
11/04/2015,02/02/2002,SO45876,314,19975,9,1
11/04/2015,27/01/2002,SO45875,310,20242,9,1
11/04/2015,21/01/2002,SO45872,347,11249,8,1
11/04/2015,05/01/2002,SO45877,351,11910,9,1
12/04/2015,22/01/2002,SO45889,350,11920,9,1
12/04/2015,16/02/2002,SO45882,312,11745,1,1
12/04/2015,22/01/2002,SO45886,348,26042,4,1
12/04/2015,12/03/2002,SO45879,338,19443,8,1
12/04/2015,03/03/2002,SO45881,310,23397,6,1
12/04/2015,13/02/2002,SO45887,330,14880,4,1
12/04/2015,03/01/2002,SO45883,313,11799,1,1
12/04/2015,04/03/2002,SO45884,313,11678,1,1
12/04/2015,19/01/2002,SO45885,313,12655,7,1
12/04/2015,31/01/2002,SO45880,313,11707,4,1
12/04/2015,29/12/2001,SO45878,310,12750,7,1
13/04/2015,18/12/2001,SO45893,313,23842,6,1
13/04/2015,02/03/2002,SO45890,349,11338,8,1
13/04/2015,02/01/2002,SO45891,346,11380,8,1
13/04/2015,15/01/2002,SO45892,312,20226,9,1
14/04/2015,23/12/2001,SO45895,311,11727,4,1
14/04/2015,26/02/2002,SO45896,311,12632,7,1
14/04/2015,12/02/2002,SO45894,332,19450,8,1
15/04/2015,14/03/2002,SO45898,310,23830,6,1
15/04/2015,23/12/2001,SO45904,311,20241,9,1
15/04/2015,16/12/2001,SO45906,312,20159,9,1
15/04/2015,02/01/2002,SO45902,314,15614,10,1
15/04/2015,28/02/2002,SO45900,312,11837,4,1
15/04/2015,06/01/2002,SO45901,312,11665,4,1
15/04/2015,19/03/2002,SO45909,349,11947,9,1
15/04/2015,16/12/2001,SO45908,347,11918,9,1
15/04/2015,08/02/2002,SO45903,310,15619,10,1
15/04/2015,11/03/2002,SO45897,313,11933,1,1
15/04/2015,22/12/2001,SO45899,310,11817,4,1
15/04/2015,12/01/2002,SO45905,311,20152,9,1
15/04/2015,07/02/2002,SO45907,310,20214,9,1
16/04/2015,11/02/2002,SO45911,314,11797,4,1
16/04/2015,17/02/2002,SO45915,347,11930,9,1
16/04/2015,10/03/2002,SO45910,311,11777,4,1
16/04/2015,31/01/2002,SO45913,344,26014,4,1
16/04/2015,22/12/2001,SO45916,346,11964,9,1
16/04/2015,13/03/2002,SO45912,312,23819,6,1
16/04/2015,10/01/2002,SO45914,349,11929,9,1
17/04/2015,19/12/2001,SO45923,313,11811,4,1
17/04/2015,18/03/2002,SO45921,312,11798,1,1
17/04/2015,24/12/2001,SO45917,346,11332,8,1
17/04/2015,24/01/2002,SO45925,347,11942,9,1
17/04/2015,15/03/2002,SO45919,312,11780,1,1
17/04/2015,18/12/2001,SO45922,314,23731,6,1
17/04/2015,04/02/2002,SO45920,311,23730,6,1
17/04/2015,05/03/2002,SO45924,310,14803,8,1
17/04/2015,08/03/2002,SO45918,313,11741,4,1
18/04/2015,31/03/2002,SO45929,310,11825,4,1
18/04/2015,12/03/2002,SO45926,311,23486,6,1
18/04/2015,16/03/2002,SO45927,312,11796,4,1
18/04/2015,03/02/2002,SO45930,328,18148,7,1
18/04/2015,09/01/2002,SO45928,313,11813,1,1
18/04/2015,07/03/2002,SO45932,310,20211,9,1
18/04/2015,08/03/2002,SO45931,310,20249,9,1
19/04/2015,08/03/2002,SO45934,313,11666,4,1
19/04/2015,20/01/2002,SO45936,349,26016,4,1
19/04/2015,18/01/2002,SO45935,326,19439,8,1
19/04/2015,02/03/2002,SO45933,313,11779,1,1
20/04/2015,21/12/2001,SO45938,311,11654,4,1
20/04/2015,28/03/2002,SO45942,312,20219,9,1
20/04/2015,27/03/2002,SO45940,313,20244,9,1
20/04/2015,09/02/2002,SO45947,351,11943,9,1
20/04/2015,31/03/2002,SO45939,334,14757,4,1
20/04/2015,25/12/2001,SO45943,310,20221,9,1
20/04/2015,10/02/2002,SO45941,310,19978,9,1
20/04/2015,25/02/2002,SO45946,350,11914,9,1
20/04/2015,30/12/2001,SO45937,312,14824,8,1
20/04/2015,28/01/2002,SO45945,324,25920,9,1
20/04/2015,24/03/2002,SO45944,312,20225,9,1
21/04/2015,05/02/2002,SO45948,342,14879,4,1
21/04/2015,06/04/2002,SO45950,312,19974,9,1
21/04/2015,06/03/2002,SO45951,348,11944,9,1
21/04/2015,22/03/2002,SO45952,347,11969,9,1
21/04/2015,22/02/2002,SO45949,310,19970,9,1
22/04/2015,04/01/2002,SO45954,314,11810,1,1
22/04/2015,07/04/2002,SO45955,344,26055,1,1
22/04/2015,26/12/2001,SO45956,312,19979,9,1
22/04/2015,08/01/2002,SO45953,314,23859,6,1
23/04/2015,22/03/2002,SO45963,310,20238,9,1
23/04/2015,15/01/2002,SO45966,345,11946,9,1
23/04/2015,07/01/2002,SO45965,320,25921,9,1
23/04/2015,04/04/2002,SO45958,311,11818,4,1
23/04/2015,08/01/2002,SO45959,311,11872,4,1
23/04/2015,12/01/2002,SO45961,312,12717,7,1
23/04/2015,31/01/2002,SO45964,310,20215,9,1
23/04/2015,19/03/2002,SO45960,314,11671,4,1
23/04/2015,07/01/2002,SO45957,312,11809,4,1
23/04/2015,28/01/2002,SO45962,310,20227,9,1
24/04/2015,08/04/2002,SO45968,311,11834,4,1
24/04/2015,19/01/2002,SO45969,310,20156,9,1
24/04/2015,03/01/2002,SO45967,326,19454,8,1
25/04/2015,22/03/2002,SO45971,345,11335,8,1
25/04/2015,05/04/2002,SO45973,313,11773,4,1
25/04/2015,29/01/2002,SO45972,324,19472,8,1
25/04/2015,15/02/2002,SO45976,314,20239,9,1
25/04/2015,27/01/2002,SO45978,350,11967,9,1
25/04/2015,25/03/2002,SO45975,324,14755,4,1
25/04/2015,02/03/2002,SO45977,313,20216,9,1
25/04/2015,13/01/2002,SO45974,347,26018,1,1
26/04/2015,20/01/2002,SO45980,312,15631,10,1
26/04/2015,29/12/2001,SO45982,310,19977,9,1
26/04/2015,10/01/2002,SO45981,310,12805,7,1
26/04/2015,05/02/2002,SO45979,311,15630,10,1
27/04/2015,09/01/2002,SO45991,351,11976,9,1
27/04/2015,01/03/2002,SO45984,313,11690,1,1
27/04/2015,23/03/2002,SO45986,314,11743,4,1
27/04/2015,30/12/2001,SO45989,311,12631,7,1
27/04/2015,27/02/2002,SO45988,314,11675,1,1
27/04/2015,26/02/2002,SO45985,314,11708,4,1
27/04/2015,31/03/2002,SO45990,314,12711,7,1
27/04/2015,27/01/2002,SO45983,314,14830,8,1
27/04/2015,28/12/2001,SO45987,310,11854,4,1
28/04/2015,30/03/2002,SO45995,310,23846,6,1
28/04/2015,20/03/2002,SO45998,342,25918,9,1
28/04/2015,10/01/2002,SO45997,324,14756,4,1
28/04/2015,19/02/2002,SO45994,311,11774,4,1
28/04/2015,28/01/2002,SO45993,313,11924,4,1
28/04/2015,11/01/2002,SO45992,334,19451,8,1
28/04/2015,16/02/2002,SO45996,312,11839,4,1
29/04/2015,05/04/2002,SO46004,311,11664,4,1
29/04/2015,04/01/2002,SO45999,311,23583,6,1
29/04/2015,11/03/2002,SO46006,313,20236,9,1
29/04/2015,30/12/2001,SO46003,312,11831,4,1
29/04/2015,18/01/2002,SO46000,310,11778,1,1
29/04/2015,14/04/2002,SO46002,310,11826,4,1
29/04/2015,29/01/2002,SO46005,312,12749,7,1
29/04/2015,05/02/2002,SO46001,310,23806,6,1
29/04/2015,06/03/2002,SO46008,348,11912,9,1
29/04/2015,28/03/2002,SO46009,344,11917,9,1
29/04/2015,30/12/2001,SO46007,312,20220,9,1
30/04/2015,01/01/2002,SO46013,311,11705,4,1
30/04/2015,01/03/2002,SO46011,351,11489,10,1
30/04/2015,22/01/2002,SO46021,314,19971,9,1
30/04/2015,19/03/2002,SO46010,348,11488,10,1
30/04/2015,04/02/2002,SO46015,313,23511,6,1
30/04/2015,16/01/2002,SO46014,313,23396,6,1
30/04/2015,14/01/2002,SO46017,314,11886,4,1
30/04/2015,26/02/2002,SO46022,346,11968,9,1
30/04/2015,26/02/2002,SO46016,312,11885,4,1
30/04/2015,24/01/2002,SO46020,313,20228,9,1
30/04/2015,01/03/2002,SO46018,312,11663,1,1
30/04/2015,25/03/2002,SO46019,340,14752,4,1
30/04/2015,16/02/2002,SO46012,330,19453,8,1
01/05/2015,01/01/2002,SO46110,311,12169,4,1
01/05/2015,27/03/2002,SO46118,314,20611,9,1
01/05/2015,12/04/2002,SO46114,313,12053,4,1
01/05/2015,01/02/2002,SO46117,310,20446,9,1
01/05/2015,16/02/2002,SO46112,312,11945,4,1
01/05/2015,23/03/2002,SO46108,310,12018,4,1
01/05/2015,20/01/2002,SO46111,311,11937,1,1
01/05/2015,13/02/2002,SO46116,332,14912,4,1
01/05/2015,04/01/2002,SO46113,310,11955,4,1
01/05/2015,13/02/2002,SO46115,312,12104,4,1
01/05/2015,04/03/2002,SO46109,312,12167,1,1
01/05/2015,01/04/2002,SO46119,326,25927,9,1
02/05/2015,08/01/2002,SO46123,312,12152,4,1
02/05/2015,05/01/2002,SO46120,313,12023,4,1
02/05/2015,27/01/2002,SO46121,312,12069,4,1
02/05/2015,05/04/2002,SO46124,311,20447,9,1
02/05/2015,19/01/2002,SO46122,313,24284,6,1
03/05/2015,12/01/2002,SO46125,310,11956,4,1
03/05/2015,12/01/2002,SO46127,334,14895,4,1
03/05/2015,14/04/2002,SO46129,313,20420,9,1
03/05/2015,03/03/2002,SO46128,314,14945,8,1
04/05/2015,03/04/2002,SO46133,312,12105,4,1
04/05/2015,08/03/2002,SO46130,311,12171,4,1
04/05/2015,05/02/2002,SO46139,347,11977,9,1
04/05/2015,13/03/2002,SO46135,313,20416,9,1
04/05/2015,19/04/2002,SO46137,313,20600,9,1
04/05/2015,07/04/2002,SO46138,311,13405,7,1
04/05/2015,19/01/2002,SO46140,350,11991,9,1
04/05/2015,21/02/2002,SO46134,312,20259,9,1
04/05/2015,28/02/2002,SO46136,312,20426,9,1
04/05/2015,08/01/2002,SO46131,312,11954,4,1
04/05/2015,01/02/2002,SO46132,314,23865,6,1
05/05/2015,09/02/2002,SO46142,311,24310,6,1
05/05/2015,01/04/2002,SO46143,347,26090,4,1
05/05/2015,17/03/2002,SO46144,350,26094,4,1
06/05/2015,13/01/2002,SO46146,345,11421,8,1
06/05/2015,10/03/2002,SO46151,351,26082,4,1
06/05/2015,20/02/2002,SO46154,349,11989,9,1
06/05/2015,11/04/2002,SO46148,310,12052,4,1
06/05/2015,06/01/2002,SO46153,324,25928,9,1
06/05/2015,27/03/2002,SO46150,336,20569,10,1
06/05/2015,09/04/2002,SO46147,320,19476,8,1
06/05/2015,20/03/2002,SO46149,311,12120,1,1
07/05/2015,08/03/2002,SO46155,310,12076,4,1
07/05/2015,18/02/2002,SO46157,345,26056,4,1
07/05/2015,07/01/2002,SO46158,320,25926,9,1
07/05/2015,06/04/2002,SO46156,314,12118,4,1
07/05/2015,05/04/2002,SO46159,351,11996,9,1
08/05/2015,02/03/2002,SO46162,313,12163,4,1
08/05/2015,02/04/2002,SO46163,312,12042,1,1
08/05/2015,18/03/2002,SO46169,313,12094,4,1
08/05/2015,10/03/2002,SO46168,334,25936,9,1
08/05/2015,30/01/2002,SO46165,310,12141,1,1
08/05/2015,14/01/2002,SO46167,347,11997,9,1
08/05/2015,05/04/2002,SO46166,313,15657,10,1
08/05/2015,10/04/2002,SO46164,312,12079,4,1
08/05/2015,18/02/2002,SO46161,311,12819,7,1
08/05/2015,27/03/2002,SO46160,351,11412,8,1
09/05/2015,27/01/2002,SO46172,310,12030,1,1
09/05/2015,08/02/2002,SO46175,349,12003,9,1
09/05/2015,15/04/2002,SO46170,312,12156,4,1
09/05/2015,20/04/2002,SO46174,311,20608,9,1
09/05/2015,26/01/2002,SO46171,310,24342,6,1
09/05/2015,24/01/2002,SO46173,311,20283,9,1
10/05/2015,14/03/2002,SO46176,349,11491,10,1
10/05/2015,18/04/2002,SO46177,312,12102,4,1
10/05/2015,31/01/2002,SO46178,334,25937,9,1
11/05/2015,21/02/2002,SO46180,310,12084,1,1
11/05/2015,28/03/2002,SO46179,313,11983,4,1
11/05/2015,28/03/2002,SO46181,348,12004,9,1
11/05/2015,04/02/2002,SO46182,346,11995,9,1
12/05/2015,05/03/2002,SO46183,351,28492,7,1
12/05/2015,14/03/2002,SO46190,312,15653,10,1
12/05/2015,22/02/2002,SO46185,314,15632,10,1
12/05/2015,09/04/2002,SO46187,313,24235,6,1
12/05/2015,16/04/2002,SO46189,312,20606,9,1
12/05/2015,21/02/2002,SO46191,310,14956,8,1
12/05/2015,27/04/2002,SO46188,310,20430,9,1
12/05/2015,24/01/2002,SO46186,310,12041,1,1
13/05/2015,19/04/2002,SO46202,320,25935,9,1
13/05/2015,21/02/2002,SO46197,347,26061,4,1
13/05/2015,05/04/2002,SO46200,310,20260,9,1
13/05/2015,19/04/2002,SO46195,314,12027,1,1
13/05/2015,22/03/2002,SO46199,314,20256,9,1
13/05/2015,04/03/2002,SO46201,314,20610,9,1
13/05/2015,17/04/2002,SO46203,346,11999,9,1
13/05/2015,03/04/2002,SO46204,348,11988,9,1
13/05/2015,19/03/2002,SO46194,313,11939,4,1
13/05/2015,18/03/2002,SO46196,310,12109,1,1
13/05/2015,20/01/2002,SO46192,314,12830,7,1
13/05/2015,19/03/2002,SO46198,344,26089,4,1
13/05/2015,26/04/2002,SO46193,342,18634,7,1
14/05/2015,19/04/2002,SO46209,312,12849,7,1
14/05/2015,19/04/2002,SO46207,348,26091,4,1
14/05/2015,30/01/2002,SO46208,311,20284,9,1
14/05/2015,09/04/2002,SO46206,348,20023,6,1
14/05/2015,02/03/2002,SO46210,313,12866,7,1
14/05/2015,04/03/2002,SO46205,313,12162,4,1
15/05/2015,17/02/2002,SO46213,314,12050,4,1
15/05/2015,14/03/2002,SO46216,314,20456,9,1
15/05/2015,22/02/2002,SO46215,310,20429,9,1
15/05/2015,25/01/2002,SO46212,312,12173,4,1
15/05/2015,02/04/2002,SO46211,328,18163,7,1
15/05/2015,09/03/2002,SO46217,314,20614,9,1
15/05/2015,21/01/2002,SO46214,311,12072,4,1
16/05/2015,18/04/2002,SO46219,313,24332,6,1
16/05/2015,11/02/2002,SO46224,328,14902,4,1
16/05/2015,31/01/2002,SO46218,313,12820,7,1
16/05/2015,27/04/2002,SO46227,351,11990,9,1
16/05/2015,28/03/2002,SO46226,313,13263,7,1
16/05/2015,05/03/2002,SO46222,336,14891,4,1
16/05/2015,03/03/2002,SO46225,313,20261,9,1
16/05/2015,09/04/2002,SO46228,349,11993,9,1
16/05/2015,04/04/2002,SO46223,326,14892,4,1
16/05/2015,11/03/2002,SO46220,313,24344,6,1
16/05/2015,05/02/2002,SO46221,314,23866,6,1
17/05/2015,05/03/2002,SO46229,344,11395,8,1
17/05/2015,17/01/2002,SO46234,312,12110,4,1
17/05/2015,21/02/2002,SO46232,311,12058,4,1
17/05/2015,23/01/2002,SO46230,344,11493,10,1
17/05/2015,10/04/2002,SO46231,310,12016,4,1
17/05/2015,06/02/2002,SO46233,314,23867,6,1
17/05/2015,20/03/2002,SO46236,350,12001,9,1
17/05/2015,24/02/2002,SO46235,312,12151,4,1
17/05/2015,18/03/2002,SO46237,312,12843,7,1
18/05/2015,03/04/2002,SO46240,314,23868,6,1
18/05/2015,07/03/2002,SO46242,314,20423,9,1
18/05/2015,24/02/2002,SO46244,310,13504,7,1
18/05/2015,07/04/2002,SO46245,314,14967,8,1
18/05/2015,02/03/2002,SO46239,312,14927,8,1
18/05/2015,16/04/2002,SO46238,311,14838,8,1
18/05/2015,02/03/2002,SO46243,311,20613,9,1
18/05/2015,14/04/2002,SO46241,345,20034,6,1
19/05/2015,04/03/2002,SO46248,324,14896,4,1
19/05/2015,29/03/2002,SO46249,347,12000,9,1
19/05/2015,05/04/2002,SO46250,313,14940,8,1
19/05/2015,17/04/2002,SO46251,350,11998,9,1
19/05/2015,06/03/2002,SO46247,334,14882,4,1
19/05/2015,19/04/2002,SO46246,314,12143,1,1
20/05/2015,04/05/2002,SO46256,314,15652,10,1
20/05/2015,29/04/2002,SO46254,310,12096,4,1
20/05/2015,16/03/2002,SO46252,313,14939,8,1
20/05/2015,05/02/2002,SO46255,312,20451,9,1
20/05/2015,23/03/2002,SO46253,311,12082,4,1
20/05/2015,15/04/2002,SO46257,346,11992,9,1
21/05/2015,12/02/2002,SO46262,313,20445,9,1
21/05/2015,28/04/2002,SO46258,313,12160,1,1
21/05/2015,14/04/2002,SO46260,310,12108,1,1
21/05/2015,22/03/2002,SO46261,348,26075,1,1
21/05/2015,18/03/2002,SO46263,310,12834,7,1
21/05/2015,03/04/2002,SO46259,313,12025,1,1
22/05/2015,02/05/2002,SO46264,350,28491,7,1
22/05/2015,08/02/2002,SO46267,314,20448,9,1
22/05/2015,25/01/2002,SO46265,312,11934,1,1
22/05/2015,29/03/2002,SO46268,311,20615,9,1
22/05/2015,19/02/2002,SO46266,314,20425,9,1
23/05/2015,26/02/2002,SO46272,311,12116,1,1
23/05/2015,13/04/2002,SO46276,311,20612,9,1
23/05/2015,09/03/2002,SO46271,313,12172,4,1
23/05/2015,12/04/2002,SO46275,313,20450,9,1
23/05/2015,21/02/2002,SO46274,350,26070,4,1
23/05/2015,21/02/2002,SO46270,312,24309,6,1
23/05/2015,10/03/2002,SO46273,351,26060,4,1
24/05/2015,31/01/2002,SO46277,322,19482,8,1
24/05/2015,13/02/2002,SO46281,347,26057,4,1
24/05/2015,09/04/2002,SO46278,326,19496,8,1
24/05/2015,11/03/2002,SO46282,345,26058,4,1
24/05/2015,04/03/2002,SO46279,312,12155,1,1
24/05/2015,05/02/2002,SO46285,346,12005,9,1
24/05/2015,31/03/2002,SO46280,311,12121,1,1
24/05/2015,25/02/2002,SO46283,351,26093,4,1
25/05/2015,16/03/2002,SO46289,313,12075,1,1
25/05/2015,30/01/2002,SO46286,338,18175,7,1
25/05/2015,04/02/2002,SO46290,351,26066,4,1
25/05/2015,03/03/2002,SO46288,311,12059,1,1
25/05/2015,16/03/2002,SO46292,313,20418,9,1
25/05/2015,03/02/2002,SO46291,313,20258,9,1
25/05/2015,07/04/2002,SO46293,311,14951,8,1
25/05/2015,13/03/2002,SO46287,312,12026,4,1
25/05/2015,08/03/2002,SO46294,345,11986,9,1
26/05/2015,25/04/2002,SO46299,314,20264,9,1
26/05/2015,04/04/2002,SO46300,314,20452,9,1
26/05/2015,28/04/2002,SO46297,313,12033,1,1
26/05/2015,11/03/2002,SO46298,314,12071,4,1
26/05/2015,21/02/2002,SO46296,314,12170,4,1
27/05/2015,10/05/2002,SO46304,350,12002,9,1
27/05/2015,25/03/2002,SO46305,311,14952,8,1
27/05/2015,16/03/2002,SO46302,310,12083,1,1
27/05/2015,08/02/2002,SO46301,313,12817,7,1
27/05/2015,30/01/2002,SO46303,340,25922,9,1
28/05/2015,04/02/2002,SO46308,310,20609,9,1
28/05/2015,02/05/2002,SO46309,350,11994,9,1
28/05/2015,08/05/2002,SO46307,314,20427,9,1
28/05/2015,24/02/2002,SO46310,336,25938,9,1
28/05/2015,24/04/2002,SO46306,311,12164,4,1
29/05/2015,07/04/2002,SO46311,314,12841,7,1
30/05/2015,10/05/2002,SO46316,351,26083,4,1
30/05/2015,09/02/2002,SO46314,312,12112,4,1
30/05/2015,13/05/2002,SO46318,312,20444,9,1
30/05/2015,03/03/2002,SO46315,311,12142,1,1
30/05/2015,05/05/2002,SO46313,313,12078,1,1
30/05/2015,27/03/2002,SO46312,314,12153,4,1
30/05/2015,08/03/2002,SO46317,334,14884,4,1
31/05/2015,09/05/2002,SO46319,311,12103,4,1
31/05/2015,08/03/2002,SO46321,330,14894,1,1
31/05/2015,11/05/2002,SO46320,351,26084,4,1
01/06/2015,10/02/2002,SO46393,314,15695,10,1
01/06/2015,18/02/2002,SO46391,312,20995,9,1
01/06/2015,02/04/2002,SO46390,313,12440,4,1
01/06/2015,14/05/2002,SO46392,313,13537,7,1
02/06/2015,05/03/2002,SO46396,311,12442,4,1
02/06/2015,16/04/2002,SO46405,310,20994,9,1
02/06/2015,24/03/2002,SO46395,346,11496,10,1
02/06/2015,23/03/2002,SO46398,311,20992,9,1
02/06/2015,07/05/2002,SO46399,314,20820,9,1
02/06/2015,28/02/2002,SO46402,313,20616,9,1
02/06/2015,13/05/2002,SO46397,328,27014,6,1
02/06/2015,17/05/2002,SO46400,314,20987,9,1
02/06/2015,02/04/2002,SO46401,310,20993,9,1
02/06/2015,28/02/2002,SO46403,314,14990,8,1
02/06/2015,15/03/2002,SO46394,314,15055,8,1
02/06/2015,26/04/2002,SO46404,312,15692,10,1
03/06/2015,27/03/2002,SO46407,342,27026,6,1
03/06/2015,10/05/2002,SO46406,312,12779,1,1
03/06/2015,14/05/2002,SO46408,351,12011,9,1
04/06/2015,19/05/2002,SO46413,346,20075,6,1
04/06/2015,23/02/2002,SO46414,338,15006,4,1
04/06/2015,04/02/2002,SO46411,314,24661,6,1
04/06/2015,31/03/2002,SO46415,310,20819,9,1
04/06/2015,14/04/2002,SO46412,311,24493,6,1
04/06/2015,16/02/2002,SO46409,313,15073,8,1
05/06/2015,04/03/2002,SO46418,312,20988,9,1
05/06/2015,24/04/2002,SO46419,344,12021,9,1
05/06/2015,24/02/2002,SO46420,313,13511,7,1
05/06/2015,31/03/2002,SO46416,313,12181,4,1
05/06/2015,21/02/2002,SO46421,336,25949,9,1
05/06/2015,18/04/2002,SO46417,314,12441,4,1
06/06/2015,20/04/2002,SO46426,344,26107,4,1
06/06/2015,29/04/2002,SO46428,311,20629,9,1
06/06/2015,02/05/2002,SO46424,312,12435,4,1
06/06/2015,21/02/2002,SO46427,350,20182,6,1
06/06/2015,05/04/2002,SO46425,313,24496,6,1
06/06/2015,27/03/2002,SO46422,311,12884,4,1
